Potential_Customer,C_ID,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
1,6351,$10.00 ,2,18,2,10,$11.00 ,$10.00 ,$7.78 ,$10.00 ,17,125,12,30,70,6,15,30,S,1,,M,H,"$48,058.00 "
0,69394,,1,10,1,7,$15.00 ,$15.00 ,$6.80 ,$15.00 ,21,91,6,18,45,4,10,20,A,1,74,M,U,"$48,058.00 "
1,92772,$5.00 ,1,12,1,8,$25.00 ,$35.00 ,$18.00 ,$35.00 ,17,128,14,36,74,6,17,33,A,1,57,F,H,"$48,058.00 "
1,45666,$5.00 ,5,5,2,2,$6.00 ,$5.60 ,$5.60 ,$5.50 ,16,32,13,27,24,6,12,10,A,1,57,F,H,"$33,707.00 "
1,11284,$4.00 ,5,30,3,16,$10.00 ,$7.00 ,$6.37 ,$6.33 ,4,112,30,40,82,7,12,25,S,1,65,M,H,"$33,707.00 "
1,45656,$27.00 ,2,2,1,1,$30.00 ,$27.50 ,$27.50 ,$30.00 ,16,20,14,22,18,6,10,8,N,0,54,M,H,"$33,707.00 "
0,45722,,2,21,1,12,$15.00 ,$17.50 ,$12.33 ,$15.00 ,17,122,10,25,65,4,12,26,S,1,74,F,H,$0.00 
0,36777,,8,12,5,6,$9.00 ,$8.00 ,$7.92 ,$7.80 ,15,41,14,33,35,6,16,15,S,1,,M,U,"$58,984.00 "
0,45758,,2,9,0,2,$15.00 ,$14.00 ,$11.78 ,,26,64,11,32,51,5,5,21,A,0,77,M,H,"$59,458.00 "
0,45753,,8,12,6,8,$8.00 ,$6.38 ,$6.17 ,$5.83 ,24,44,11,33,38,6,17,17,S,1,35,M,H,"$59,458.00 "
0,45810,,3,8,3,7,$25.00 ,$16.67 ,$11.88 ,$16.67 ,21,100,14,31,50,6,15,23,A,1,84,F,U,$0.00 
1,45808,$10.00 ,5,19,4,9,$12.00 ,$10.40 ,$8.58 ,$10.50 ,20,113,13,34,69,6,16,27,S,1,79,F,H,"$47,308.00 "
0,45798,,3,6,2,3,$15.00 ,$14.00 ,$11.17 ,$15.00 ,17,80,13,27,51,6,12,17,A,0,17,F,H,"$47,308.00 "
1,45824,$25.00 ,4,10,2,4,$21.00 ,$19.50 ,$15.80 ,$18.50 ,19,64,13,33,53,6,17,22,A,0,40,M,H,"$77,368.00 "
1,45878,$5.00 ,2,6,2,5,$15.00 ,$13.00 ,$7.67 ,$13.00 ,16,81,13,23,36,5,10,17,A,0,,F,U,$0.00 
0,12872,,7,15,5,7,$5.00 ,$5.00 ,$4.87 ,$5.00 ,16,52,20,41,55,6,17,19,A,0,,F,U,"$34,699.00 "
1,45873,$8.00 ,3,13,2,5,$5.00 ,$10.00 ,$6.54 ,$10.00 ,18,130,8,24,43,4,12,18,A,1,81,F,H,"$34,699.00 "
1,45870,$20.00 ,3,6,2,3,$15.00 ,$11.67 ,$9.33 ,$12.50 ,21,80,12,31,47,6,15,18,A,0,67,M,H,"$34,699.00 "
1,45258,$5.00 ,3,4,1,1,$10.00 ,$10.00 ,$10.00 ,$10.00 ,15,23,14,22,19,6,10,8,N,0,52,F,U,$0.00 
0,190291,,5,21,3,13,$4.00 ,$4.80 ,$4.10 ,$5.00 ,18,81,4,12,30,2,6,14,E,1,61,U,U,$0.00 
1,38471,$25.00 ,2,9,1,8,$12.00 ,$11.00 ,$13.78 ,$12.00 ,17,128,12,30,62,5,12,25,S,1,47,F,H,"$58,401.00 "
1,45338,$25.00 ,3,8,3,5,$15.00 ,$15.00 ,$13.13 ,$15.00 ,23,87,12,32,55,6,17,24,A,1,27,F,H,"$47,080.00 "
1,45982,$15.00 ,4,11,2,4,$15.00 ,$12.25 ,$8.00 ,$12.50 ,18,120,14,34,58,6,15,20,A,0,,F,H,"$54,367.00 "
1,45971,$10.00 ,4,5,3,3,$10.00 ,$8.50 ,$8.00 ,$8.00 ,19,28,13,26,25,6,12,10,A,1,27,M,U,"$54,367.00 "
1,45968,$18.00 ,2,2,2,2,$15.00 ,$12.50 ,$12.50 ,$12.50 ,16,20,14,22,19,6,10,8,N,0,36,F,H,"$54,367.00 "
0,9218,,4,28,4,20,$16.00 ,$15.00 ,$9.25 ,$15.00 ,18,126,13,33,92,6,17,34,A,1,81,M,H,"$43,072.00 "
1,27280,$3.00 ,7,9,3,3,$6.00 ,$5.29 ,$5.00 ,$6.00 ,18,32,13,30,31,6,14,12,A,0,,U,U,$0.00 
1,894,$40.00 ,10,34,5,12,$21.00 ,$19.40 ,$17.06 ,$18.80 ,4,64,35,55,105,11,22,36,S,1,57,M,H,"$48,783.00 "
0,46034,,2,4,2,2,$10.00 ,$12.00 ,$10.00 ,$12.00 ,18,24,15,25,24,6,11,9,N,0,21,F,H,"$48,783.00 "
0,36013,,5,6,2,2,$12.00 ,$8.80 ,$8.33 ,$11.00 ,16,32,14,29,27,6,13,11,A,0,53,F,H,"$43,804.00 "
0,182642,,1,5,1,3,$40.00 ,$40.00 ,$22.00 ,$40.00 ,16,64,15,34,52,6,15,20,A,0,,F,U,$0.00 
1,46129,$10.00 ,1,7,1,5,$16.00 ,$16.00 ,$13.14 ,$16.00 ,19,92,15,33,60,6,14,24,A,1,,M,U,"$54,911.00 "
1,46165,$15.00 ,3,22,1,12,$12.00 ,$11.33 ,$11.18 ,$12.00 ,16,113,15,35,77,6,15,29,S,1,73,F,H,"$41,086.00 "
1,46153,$15.00 ,1,6,0,5,$15.00 ,$15.00 ,$10.00 ,,18,111,10,23,48,4,4,22,A,0,35,F,H,"$41,086.00 "
1,46178,$20.00 ,7,7,5,5,$10.00 ,$12.29 ,$12.29 ,$13.20 ,18,29,14,28,27,6,14,12,A,1,49,F,H,"$48,866.00 "
0,1818,,2,11,1,6,$15.00 ,$18.00 ,$10.73 ,$20.00 ,18,57,22,43,73,8,18,28,A,1,57,F,U,"$48,866.00 "
0,154297,,2,2,2,2,$25.00 ,$22.50 ,$22.50 ,$22.50 ,17,21,13,21,19,6,10,8,N,0,,M,U,"$48,866.00 "
0,46194,,2,9,0,5,$15.00 ,$14.50 ,$10.67 ,,18,92,13,33,63,6,6,27,A,1,82,M,H,"$32,316.00 "
0,187847,,4,6,3,5,$12.00 ,$10.75 ,$9.17 ,$11.33 ,17,64,6,12,23,1,4,9,E,1,,M,U,$0.00 
1,46201,$15.00 ,3,3,2,2,$25.00 ,$15.00 ,$15.00 ,$20.00 ,21,26,13,25,23,6,12,10,N,1,67,M,H,"$106,480.00 "
0,4417,,8,31,6,12,$6.00 ,$8.25 ,$7.53 ,$8.67 ,16,76,34,53,102,6,17,25,S,1,74,M,H,"$38,184.00 "
0,46223,,2,2,1,1,$25.00 ,$17.50 ,$17.50 ,$10.00 ,20,21,13,21,18,6,10,8,N,0,60,F,H,"$38,184.00 "
1,46242,$25.00 ,2,2,1,1,$20.00 ,$15.00 ,$15.00 ,$10.00 ,18,32,10,25,23,4,10,9,A,0,,F,U,"$48,398.00 "
0,46250,,1,3,1,2,$15.00 ,$15.00 ,$9.00 ,$15.00 ,21,54,10,21,29,4,9,12,A,0,75,M,H,"$31,318.00 "
0,46256,,1,6,0,5,$15.00 ,$15.00 ,$8.00 ,,24,110,9,21,50,4,4,21,A,1,47,F,H,"$25,601.00 "
1,12880,$10.00 ,7,13,3,4,$10.00 ,$7.14 ,$7.85 ,$6.00 ,4,41,31,52,57,8,18,17,A,1,83,M,H,"$59,035.00 "
0,11511,,3,13,3,7,$15.00 ,$14.67 ,$9.85 ,$14.67 ,16,113,27,49,96,6,17,30,A,1,81,M,H,"$59,035.00 "
0,46296,,6,18,3,8,$8.00 ,$8.33 ,$6.44 ,$8.00 ,20,75,12,32,57,6,17,24,S,1,42,F,H,"$39,577.00 "
0,46322,,5,7,4,5,$10.00 ,$10.40 ,$9.14 ,$10.50 ,23,43,12,33,34,6,16,15,A,1,33,M,U,"$40,896.00 "
0,46305,,2,4,1,3,$7.00 ,$7.00 ,$7.25 ,$7.00 ,16,44,8,18,20,4,9,10,A,0,69,M,H,"$40,896.00 "
1,46358,$9.00 ,7,15,5,9,$11.00 ,$10.29 ,$7.47 ,$10.80 ,18,88,14,33,58,6,16,23,S,1,79,M,H,"$46,679.00 "
1,49943,$10.00 ,7,13,6,9,$15.00 ,$13.00 ,$11.00 ,$14.33 ,16,86,29,50,79,12,22,32,N,1,57,M,H,$0.00 
0,46409,,1,6,1,4,$20.00 ,$20.00 ,$15.00 ,$20.00 ,19,67,13,33,52,6,15,19,A,0,,M,U,"$33,556.00 "
0,46435,,4,6,2,3,$5.00 ,$7.50 ,$6.33 ,$7.50 ,17,68,12,25,40,6,12,14,A,0,85,F,H,"$35,635.00 "
0,46422,,1,1,0,0,$25.00 ,$25.00 ,$25.00 ,,16,16,12,17,14,5,5,6,F,0,65,F,H,"$35,635.00 "
1,46419,$4.00 ,9,41,5,21,$4.00 ,$5.33 ,$5.00 ,$5.00 ,15,129,12,33,81,5,16,33,S,1,57,M,H,"$35,635.00 "
0,46466,,3,6,1,3,$22.00 ,$13.33 ,$9.50 ,$22.00 ,17,53,15,35,44,6,15,17,S,1,67,U,U,$0.00 
1,46461,$12.00 ,6,6,4,4,$13.00 ,$11.33 ,$11.33 ,$10.75 ,16,33,16,33,32,6,14,12,A,1,79,M,H,"$38,325.00 "
0,46500,,2,16,2,8,$15.00 ,$15.00 ,$9.19 ,$15.00 ,17,86,13,35,71,6,17,26,S,1,65,F,H,"$41,426.00 "
1,46495,$15.00 ,2,7,1,4,$20.00 ,$20.00 ,$17.71 ,$20.00 ,24,62,12,32,48,6,16,21,A,1,67,F,H,"$41,426.00 "
1,46560,$5.00 ,3,11,1,6,$15.00 ,$12.33 ,$9.36 ,$15.00 ,17,77,12,32,57,6,15,22,S,1,39,M,H,"$71,429.00 "
1,46552,$20.00 ,2,3,0,1,$16.00 ,$13.00 ,$10.33 ,,17,41,10,28,30,4,4,11,A,0,,F,H,"$71,429.00 "
0,46546,,5,7,4,4,$5.00 ,$4.60 ,$4.57 ,$4.75 ,17,28,13,25,25,6,12,10,A,1,48,M,H,"$71,429.00 "
1,189943,$200.00 ,4,25,3,17,$250.00 ,$64.25 ,$12.76 ,$84.67 ,17,129,10,29,69,3,11,29,F,1,81,M,U,"$71,429.00 "
0,46572,,4,15,3,7,$10.00 ,$11.00 ,$9.80 ,$10.67 ,18,63,14,35,54,5,15,22,A,1,70,F,U,"$42,660.00 "
0,2996,,6,8,3,3,$10.00 ,$16.67 ,$14.38 ,$15.67 ,16,41,23,42,44,4,14,13,A,0,48,F,U,$0.00 
0,46652,,6,24,5,15,$6.00 ,$6.50 ,$4.67 ,$6.60 ,19,93,12,32,68,5,15,26,S,1,75,F,H,"$46,455.00 "
1,46671,$10.00 ,2,11,0,6,$25.00 ,$22.50 ,$9.82 ,,18,115,13,33,70,6,6,29,A,0,40,M,H,"$62,714.00 "
1,46687,$10.00 ,3,26,2,11,$5.00 ,$5.00 ,$5.12 ,$5.00 ,17,130,12,28,71,5,11,28,S,1,,F,U,"$38,339.00 "
0,46709,,1,1,0,0,$25.00 ,$25.00 ,$25.00 ,,19,19,10,15,12,4,4,5,F,0,,M,U,$0.00 
0,46737,,1,3,1,2,$25.00 ,$25.00 ,$15.00 ,$25.00 ,21,53,12,29,38,6,13,16,A,0,48,F,H,"$50,289.00 "
1,46755,$5.00 ,6,6,4,4,$10.00 ,$4.83 ,$4.83 ,$5.25 ,16,32,12,26,27,5,11,10,S,1,,F,U,"$37,647.00 "
0,95494,,6,7,3,3,$10.00 ,$11.83 ,$11.00 ,$15.00 ,20,32,12,26,25,6,13,11,A,1,83,F,U,"$45,720.00 "
1,46844,$10.00 ,3,13,1,5,$10.00 ,$10.00 ,$7.00 ,$10.00 ,18,125,8,22,54,4,11,23,S,1,,M,U,"$31,250.00 "
1,46884,$15.00 ,2,9,0,5,$15.00 ,$13.00 ,$9.78 ,,19,92,12,29,50,5,5,20,S,1,,F,U,$0.00 
0,46905,,3,5,0,1,$15.00 ,$9.67 ,$7.80 ,,19,53,12,28,38,6,6,15,A,0,,M,H,"$38,810.00 "
0,15015,,4,9,3,7,$9.00 ,$7.75 ,$7.56 ,$8.00 ,20,89,6,14,34,2,6,15,E,1,,F,U,$0.00 
0,47180,,3,4,2,2,$20.00 ,$16.67 ,$17.50 ,$15.00 ,21,32,12,31,30,6,15,13,A,0,57,F,H,"$51,657.00 "
1,46957,$10.00 ,2,3,2,3,$10.00 ,$7.50 ,$6.00 ,$7.50 ,15,21,10,16,15,4,7,6,N,1,79,F,H,"$38,497.00 "
1,46981,$30.00 ,5,18,4,12,$25.00 ,$29.00 ,$20.72 ,$30.00 ,17,113,16,37,76,6,17,30,S,1,76,M,U,"$66,514.00 "
0,47021,,4,6,2,2,$10.00 ,$10.50 ,$9.50 ,$11.00 ,22,40,12,32,34,6,15,14,A,0,,F,U,$0.00 
0,47042,,2,4,0,0,$20.00 ,$20.00 ,$13.75 ,,18,51,12,30,37,6,6,15,A,0,,M,U,$0.00 
0,47055,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,16,16,10,15,12,4,6,5,F,0,34,M,U,"$37,091.00 "
1,47111,$5.00 ,7,23,5,12,$5.00 ,$4.71 ,$3.78 ,$4.60 ,18,105,12,34,73,6,17,29,S,1,73,M,U,"$47,353.00 "
1,10631,$15.00 ,4,27,4,11,$10.00 ,$10.50 ,$10.96 ,$10.50 ,4,130,37,55,130,10,19,36,S,1,,U,U,$0.00 
0,47137,,2,3,1,1,$15.00 ,$12.00 ,$9.67 ,$15.00 ,21,52,10,21,31,4,8,10,A,0,49,U,H,"$33,884.00 "
1,47161,$10.00 ,3,15,3,11,$10.00 ,$11.33 ,$8.80 ,$11.33 ,20,128,12,33,83,5,15,32,A,1,78,M,H,"$31,774.00 "
0,47169,,4,8,2,3,$13.00 ,$10.75 ,$10.00 ,$12.00 ,16,42,14,35,38,6,16,15,A,0,83,F,H,"$22,728.00 "
0,13111,,2,9,0,3,$10.00 ,$13.50 ,$10.44 ,,11,104,24,42,66,4,4,20,A,1,61,M,H,"$34,364.00 "
1,47191,$5.00 ,5,7,3,4,$5.00 ,$5.00 ,$4.14 ,$5.00 ,16,52,12,24,27,5,10,10,A,1,71,F,H,"$54,188.00 "
0,6164,,6,24,5,10,$10.00 ,$11.17 ,$9.71 ,$11.00 ,18,88,25,43,96,6,17,27,S,1,85,M,H,"$51,054.00 "
0,47233,,1,11,1,7,$25.00 ,$25.00 ,$13.91 ,$25.00 ,24,124,8,22,46,4,10,17,A,1,75,M,H,"$51,054.00 "
0,47230,,4,13,2,5,$25.00 ,$30.25 ,$23.15 ,$24.50 ,27,68,12,34,55,5,16,22,A,1,51,F,H,"$51,054.00 "
1,47251,$5.00 ,6,10,3,5,$5.00 ,$5.00 ,$5.00 ,$5.00 ,16,100,9,28,45,3,11,17,A,0,73,F,H,"$26,170.00 "
0,47280,,3,15,1,8,$10.00 ,$10.00 ,$7.40 ,$10.00 ,17,128,13,33,67,6,15,28,S,1,73,F,U,"$41,842.00 "
1,47276,$6.00 ,5,11,1,5,$8.00 ,$7.60 ,$7.18 ,$10.00 ,18,76,12,32,54,5,14,20,S,1,57,M,H,"$41,842.00 "
1,47245,$5.00 ,6,7,4,5,$3.00 ,$5.50 ,$5.14 ,$5.75 ,4,32,14,31,29,7,15,13,A,1,,F,H,"$41,842.00 "
0,47283,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,24,24,7,17,15,3,7,6,N,0,59,M,U,"$44,876.00 "
1,47282,$15.00 ,2,4,2,2,$10.00 ,$7.50 ,$7.50 ,$7.50 ,19,23,13,24,24,6,11,9,N,0,40,F,H,"$44,876.00 "
1,47371,$5.00 ,5,14,3,6,$6.00 ,$6.20 ,$5.29 ,$7.00 ,16,69,14,36,57,5,16,21,A,0,76,F,H,"$24,380.00 "
1,47385,$15.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,10,14,12,4,6,5,F,0,37,M,H,"$118,275.00 "
1,47404,$10.00 ,3,17,2,10,$10.00 ,$8.00 ,$5.24 ,$9.50 ,22,124,11,31,69,5,14,30,A,1,55,F,H,"$33,116.00 "
0,47420,,2,6,0,1,$17.00 ,$15.00 ,$12.00 ,,20,52,13,33,43,6,6,17,A,0,,F,U,$0.00 
0,47418,,3,6,1,1,$15.00 ,$15.00 ,$11.67 ,$20.00 ,18,43,7,22,25,4,12,11,A,0,22,F,H,"$78,060.00 "
0,188454,,2,5,2,3,$25.00 ,$32.50 ,$28.00 ,$32.50 ,6,42,19,40,42,8,19,18,A,0,57,U,U,$0.00 
1,47448,$5.00 ,5,7,2,2,$5.00 ,$5.00 ,$4.57 ,$5.50 ,17,32,12,24,25,6,12,10,A,0,,M,U,"$55,522.00 "
0,47216,,2,13,2,8,$10.00 ,$11.00 ,$7.54 ,$11.00 ,18,127,13,32,67,6,15,30,A,1,27,M,U,"$96,067.00 "
0,47508,,2,2,2,2,$30.00 ,$30.00 ,$30.00 ,$30.00 ,23,28,13,27,25,6,13,11,A,0,48,M,H,"$88,242.00 "
0,47505,,1,2,0,0,$20.00 ,$10.00 ,$15.00 ,,26,28,9,22,21,4,4,9,A,0,47,F,H,"$88,242.00 "
0,190674,,7,45,6,27,$15.00 ,$14.14 ,$9.80 ,$13.17 ,16,125,12,32,82,5,16,33,S,1,46,F,U,"$88,242.00 "
1,47531,$15.00 ,1,6,0,2,$15.00 ,$15.00 ,$10.67 ,,26,65,9,28,49,4,4,19,A,1,43,F,H,"$27,410.00 "
1,47525,$20.00 ,3,3,0,0,$18.00 ,$14.00 ,$14.00 ,,15,32,11,29,27,5,5,12,A,0,61,M,H,"$27,410.00 "
0,47545,,3,3,1,1,$15.00 ,$11.67 ,$11.67 ,$10.00 ,18,35,10,27,25,4,12,11,A,0,53,F,H,"$41,213.00 "
1,47569,$10.00 ,4,13,2,8,$10.00 ,$8.75 ,$9.15 ,$10.00 ,16,98,15,33,64,6,15,26,A,1,,F,U,$0.00 
0,47590,,2,4,1,1,$10.00 ,$12.50 ,$11.25 ,$13.00 ,18,31,12,25,24,6,12,10,A,0,25,M,H,"$46,621.00 "
0,47610,,6,11,3,3,$14.00 ,$9.33 ,$7.91 ,$8.67 ,18,48,13,32,34,6,15,13,S,1,,F,U,$0.00 
0,47645,,6,9,4,5,$5.00 ,$5.50 ,$5.11 ,$5.25 ,18,40,13,34,35,6,16,15,A,1,44,F,U,"$43,472.00 "
1,47688,$10.00 ,4,5,3,3,$20.00 ,$13.75 ,$12.00 ,$16.67 ,16,32,14,27,28,6,11,9,A,1,,F,U,$0.00 
1,47709,$20.00 ,7,18,6,14,$15.00 ,$13.00 ,$11.44 ,$13.17 ,17,104,16,36,76,6,17,28,S,1,77,U,H,"$32,760.00 "
1,47738,$12.00 ,2,12,0,8,$13.00 ,$12.00 ,$8.17 ,,19,88,8,22,54,4,4,20,S,1,73,F,H,"$35,731.00 "
1,47827,$10.00 ,4,16,1,9,$10.00 ,$10.00 ,$8.63 ,$10.00 ,19,124,15,35,77,6,16,32,A,1,43,M,H,"$41,040.00 "
1,47819,$10.00 ,3,10,3,10,$10.00 ,$14.67 ,$12.70 ,$14.67 ,17,105,12,29,69,6,16,27,A,1,59,M,U,"$41,040.00 "
1,47810,$7.00 ,4,14,3,6,$6.00 ,$5.50 ,$4.50 ,$5.33 ,16,56,13,34,48,6,16,19,A,1,,F,U,$0.00 
0,47846,,2,9,2,6,$15.00 ,$12.50 ,$9.44 ,$12.50 ,18,109,11,28,66,4,10,23,A,1,,M,H,"$46,513.00 "
0,47880,,2,7,0,4,$20.00 ,$20.00 ,$14.43 ,,19,99,13,34,65,6,6,27,A,1,,M,U,$0.00 
1,47869,$20.00 ,2,5,2,4,$50.00 ,$55.00 ,$37.20 ,$55.00 ,21,53,13,33,47,6,16,19,A,0,73,F,H,"$35,057.00 "
1,47860,$7.00 ,4,4,3,3,$10.00 ,$6.75 ,$6.75 ,$5.67 ,18,29,12,24,23,6,12,10,A,1,64,M,H,"$35,057.00 "
1,47914,$5.00 ,3,7,1,3,$6.00 ,$7.33 ,$4.71 ,$10.00 ,20,76,11,24,36,5,10,13,A,0,78,F,U,$0.00 
0,47922,,5,9,4,7,$12.00 ,$10.40 ,$8.44 ,$10.50 ,17,52,14,33,44,6,16,18,S,1,,M,U,$0.00 
1,11317,$9.00 ,7,12,4,6,$9.00 ,$8.29 ,$7.08 ,$8.50 ,16,44,16,36,55,6,16,16,S,1,69,F,H,"$46,604.00 "
0,47977,,1,8,0,5,$6.00 ,$16.00 ,$9.75 ,,18,101,12,28,60,5,5,22,S,1,69,M,U,"$38,242.00 "
0,47991,,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,17,17,13,18,16,5,7,6,F,0,,M,U,"$30,214.00 "
1,403,$35.00 ,1,10,1,4,$35.00 ,$20.00 ,$33.50 ,$20.00 ,7,83,21,37,52,8,16,21,A,0,58,U,U,"$60,721.00 "
1,48003,$10.00 ,1,18,0,11,$10.00 ,$10.00 ,$7.61 ,,23,126,10,27,67,4,4,28,A,1,,U,U,"$60,721.00 "
0,48012,,4,14,1,8,$15.00 ,$13.75 ,$9.14 ,$10.00 ,18,106,15,37,69,6,17,29,A,1,78,M,H,"$37,005.00 "
1,48006,$5.00 ,4,5,2,2,$10.00 ,$6.75 ,$6.60 ,$6.00 ,16,28,13,27,24,6,13,11,A,1,,F,U,"$37,005.00 "
1,24915,$10.00 ,2,2,2,2,$15.00 ,$10.00 ,$10.00 ,$10.00 ,21,26,11,23,21,5,11,9,N,0,44,F,H,"$65,784.00 "
1,48047,$6.00 ,4,5,1,1,$6.00 ,$5.75 ,$5.80 ,$5.00 ,15,31,12,24,23,5,9,8,A,0,,F,U,$0.00 
0,48037,,2,2,2,2,$25.00 ,$20.00 ,$20.00 ,$20.00 ,17,21,13,21,21,6,10,8,N,0,,M,U,"$73,268.00 "
1,130684,$6.00 ,9,18,5,7,$6.00 ,$4.67 ,$4.50 ,$4.80 ,18,45,14,33,45,6,17,17,S,1,,U,U,$0.00 
0,48120,,2,16,2,8,$11.00 ,$8.00 ,$5.50 ,$8.00 ,24,105,11,28,61,5,13,26,A,1,,F,H,"$43,526.00 "
1,48135,$8.00 ,7,15,3,7,$10.00 ,$7.43 ,$6.87 ,$7.33 ,17,52,13,35,49,6,17,20,S,1,37,M,H,"$61,132.00 "
0,48207,,2,2,2,2,$24.00 ,$21.13 ,$21.13 ,$21.13 ,17,23,13,25,23,6,12,10,N,0,39,M,U,"$24,955.00 "
1,48234,$10.00 ,3,19,2,15,$10.00 ,$10.00 ,$10.00 ,$10.00 ,16,123,13,33,79,6,15,30,S,1,45,F,H,"$71,308.00 "
1,48232,$15.00 ,5,19,3,9,$20.00 ,$14.00 ,$8.16 ,$15.00 ,15,93,14,34,64,6,16,24,S,1,,F,U,"$71,308.00 "
0,48225,,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,16,16,12,17,14,5,5,6,F,0,37,M,H,"$71,308.00 "
0,48246,,3,4,1,2,$20.00 ,$14.67 ,$12.25 ,$15.00 ,19,44,12,29,33,6,13,13,A,0,65,F,H,"$43,759.00 "
0,48277,,6,8,2,3,$10.00 ,$9.00 ,$7.75 ,$10.00 ,16,41,14,34,34,6,16,15,A,0,64,F,H,"$50,801.00 "
0,48274,,2,2,2,2,$16.00 ,$13.00 ,$13.00 ,$13.00 ,24,29,9,22,21,4,10,9,A,0,25,F,H,"$50,801.00 "
0,48293,,1,8,0,5,$50.00 ,$50.00 ,$25.88 ,,18,65,13,35,56,6,6,22,A,1,51,M,H,"$31,878.00 "
1,48314,$5.00 ,5,14,4,8,$10.00 ,$7.20 ,$8.00 ,$6.50 ,16,130,9,24,40,4,13,20,A,1,64,F,H,"$38,714.00 "
1,48338,$25.00 ,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,16,16,12,17,14,5,7,6,F,0,54,M,H,"$46,910.00 "
1,48367,$11.00 ,6,22,5,15,$11.00 ,$11.50 ,$8.00 ,$11.40 ,22,127,13,35,80,6,17,33,S,1,,M,U,"$37,149.00 "
0,48365,,2,14,0,7,$10.00 ,$10.00 ,$7.64 ,,19,103,13,33,66,6,6,27,S,1,62,M,H,"$38,389.00 "
0,48360,,1,5,1,3,$17.00 ,$17.00 ,$8.60 ,$17.00 ,22,67,10,26,47,4,10,16,A,0,,F,U,$0.00 
1,48353,$10.00 ,3,4,1,1,$10.00 ,$10.00 ,$10.00 ,$10.00 ,18,31,12,26,24,6,12,10,A,0,,M,H,"$38,389.00 "
1,131537,$7.00 ,6,9,4,4,$5.00 ,$9.33 ,$8.44 ,$9.50 ,16,35,14,32,32,6,15,13,A,1,,F,U,$0.00 
1,48455,$8.00 ,8,12,6,8,$10.00 ,$7.38 ,$6.33 ,$6.83 ,16,44,9,28,34,4,14,14,A,1,,M,U,"$34,970.00 "
1,48487,$25.00 ,1,13,0,5,$34.00 ,$34.00 ,$10.00 ,,26,102,12,33,68,5,5,27,A,1,51,F,H,"$26,974.00 "
0,48490,,4,20,2,10,$10.00 ,$9.75 ,$7.70 ,$10.50 ,18,104,12,28,58,6,15,27,S,1,82,M,U,"$42,768.00 "
1,48506,$18.00 ,8,24,5,12,$16.00 ,$15.13 ,$11.46 ,$13.80 ,17,63,14,36,62,6,17,22,S,1,,F,U,$0.00 
0,48509,,8,26,6,15,$15.00 ,$14.00 ,$11.27 ,$13.83 ,19,89,14,33,61,6,17,26,S,1,,M,U,$0.00 
0,48522,,3,13,1,10,$25.00 ,$18.00 ,$10.54 ,$14.00 ,17,126,13,33,68,6,16,30,S,1,41,F,H,"$35,060.00 "
0,48516,,1,2,1,2,$16.00 ,$16.00 ,$13.00 ,$16.00 ,18,41,11,25,27,4,9,9,A,0,,F,H,"$35,060.00 "
0,48528,,2,15,2,11,$12.00 ,$12.00 ,$6.90 ,$12.00 ,24,130,10,28,63,4,12,26,A,1,,F,U,$0.00 
0,48547,,1,3,1,3,$15.00 ,$15.00 ,$10.33 ,$15.00 ,20,56,10,24,35,4,9,12,A,0,,F,U,$0.00 
1,48551,$20.00 ,2,2,2,2,$20.00 ,$15.00 ,$15.00 ,$15.00 ,22,29,10,23,22,4,10,9,A,0,53,F,H,"$33,421.00 "
0,48567,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,23,23,8,18,16,3,7,6,N,0,76,M,H,"$57,220.00 "
1,190746,$11.00 ,5,7,3,3,$10.00 ,$11.80 ,$10.71 ,$10.67 ,18,32,12,31,29,6,15,13,A,1,60,M,U,"$57,220.00 "
1,186013,$15.00 ,4,12,1,4,$15.00 ,$12.00 ,$9.50 ,$13.00 ,10,99,22,39,67,7,15,25,A,1,77,F,H,"$45,691.00 "
1,48587,$15.00 ,2,3,0,0,$15.00 ,$13.50 ,$12.33 ,,18,31,12,26,24,6,6,10,A,0,74,M,U,"$45,691.00 "
0,48629,,3,5,1,2,$25.00 ,$25.00 ,$20.60 ,$25.00 ,26,40,11,29,33,5,15,14,A,1,60,M,U,"$36,218.00 "
0,48642,,1,2,0,0,$15.00 ,$15.00 ,$12.50 ,,18,44,10,22,26,4,4,9,A,0,,M,U,$0.00 
0,48631,,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,16,16,11,16,14,5,7,6,F,0,75,F,H,"$41,650.00 "
